PassengerId,CryoSleep,VIP,Transported,Group,GroupNum,GroupSize,Side,RoomService_Trimmed,Spa_Trimmed,VRDeck_Trimmed,FamilySize_Cat,HomePlanet_Europa,HomePlanet_Mars,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,FoodCourt_Cat_1-50,FoodCourt_Cat_101+,FoodCourt_Cat_51-100,ShoppingMall_Cat_1-50,ShoppingMall_Cat_101+,ShoppingMall_Cat_51-100,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0031_01,0,0,1,31,1,3,0,214.0,0.0,1229.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0031_02,0,0,1,31,2,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0031_03,0,0,1,31,3,3,0,0.0,990.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0034_01,1,0,1,34,1,1,1,0.0,0.0,0.0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0035_01,0,0,0,35,1,1,0,784.0,951.0,0.0,1,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
0036_01,0,0,0,36,1,1,1,0.0,20.0,401.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False
0038_01,0,0,0,38,1,1,1,554.0,2606.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0039_01,1,0,0,39,1,1,0,0.0,0.0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0041_01,1,0,1,41,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0043_01,0,0,0,43,1,1,0,0.0,2511.0,855.0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
0044_01,1,0,0,44,1,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0044_02,1,0,1,44,2,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0044_03,1,0,1,44,3,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0045_01,0,0,0,45,1,2,0,970.0,0.0,64.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0045_02,1,0,1,45,2,2,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0050_01,0,0,0,50,1,1,1,790.0,0.0,0.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
0051_01,0,0,0,51,1,1,1,0.0,1379.0,127.0,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0052_01,0,0,0,52,1,1,1,4.0,4683.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0053_01,0,0,1,53,1,1,1,0.0,0.0,1.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0056_01,0,0,1,56,1,3,1,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0056_02,1,0,1,56,2,3,1,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0056_03,0,0,1,56,3,3,1,279.0,286.0,3.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
0058_01,1,0,0,58,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0061_01,0,0,0,61,1,1,1,45.0,1377.0,1.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
0062_01,0,0,0,62,1,1,1,0.0,17.0,25.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0064_01,1,0,1,64,1,2,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0064_02,1,0,1,64,2,2,1,0.0,0.0,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0066_01,0,0,0,66,1,1,0,1.0,0.0,460.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0067_01,1,0,1,67,1,3,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0067_02,0,0,1,67,2,3,1,1.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0067_03,0,0,0,67,3,3,1,1946.0,0.0,24.0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0068_01,0,0,0,68,1,1,1,793.0,253.0,0.0,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0069_01,0,0,1,69,1,1,1,887.0,6.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0070_01,0,0,0,70,1,1,0,190.0,1.0,726.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0071_01,0,0,0,71,1,1,0,16.0,0.0,52.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0072_01,0,0,0,72,1,1,1,0.0,0.0,1063.0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
0073_01,0,0,0,73,1,1,0,46.0,0.0,12.0,1,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
0074_01,0,0,1,74,1,1,1,1.0,0.0,506.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0076_01,0,0,1,76,1,1,1,147.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0077_01,0,0,1,77,1,1,0,14.0,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0078_01,0,0,0,78,1,1,1,0.0,321.0,5567.159999999996,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0081_01,1,0,0,81,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0082_01,0,0,0,82,1,3,0,3087.24,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0082_02,1,0,1,82,2,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0082_03,0,0,1,82,3,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0084_01,0,0,1,84,1,1,1,688.0,0.0,17.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0085_01,1,0,1,85,1,1,1,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0086_01,0,0,0,86,1,1,0,211.0,638.0,513.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0088_01,1,0,1,88,1,1,1,0.0,0.0,0.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0090_01,1,0,1,90,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0091_01,1,0,1,91,1,2,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0091_02,0,0,0,91,2,2,1,1.0,188.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0092_01,0,0,0,92,1,3,0,0.0,1.0,34.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0092_02,1,0,1,92,2,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0092_03,1,0,1,92,3,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0097_01,0,0,0,97,1,1,1,0.0,3.0,637.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0098_01,0,0,0,98,1,2,0,0.0,32.0,0.0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
0098_02,0,0,1,98,2,2,0,0.0,0.0,87.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0099_01,0,0,0,99,1,2,0,311.0,37.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
0099_02,0,0,1,99,2,2,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0101_01,1,0,1,101,1,1,1,0.0,0.0,0.0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0102_01,0,0,0,102,1,1,1,0.0,830.0,91.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0103_01,0,0,1,103,1,3,1,0.0,0.0,17.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0103_02,1,0,1,103,2,3,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0103_03,1,0,0,103,3,3,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0105_01,0,0,0,105,1,1,0,0.0,2.0,131.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0107_01,0,0,0,107,1,1,1,1743.0,0.0,0.0,1,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
0108_01,1,0,0,108,1,3,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0108_02,0,0,0,108,2,3,1,562.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0108_03,0,0,1,108,3,3,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0110_01,0,0,0,110,1,4,1,0.0,3929.0,764.0,1,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
0110_02,0,0,0,110,2,4,0,0.0,0.0,1687.0,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0110_03,0,0,1,110,3,4,0,2209.0,1868.0,445.0,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0110_04,1,0,1,110,4,4,0,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0111_01,1,0,1,111,1,1,1,0.0,0.0,0.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0112_01,0,1,1,112,1,1,1,0.0,17.0,13.0,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0113_01,0,0,1,113,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0114_01,0,0,0,114,1,1,1,82.0,238.0,1.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0115_01,0,0,1,115,1,1,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0116_01,0,0,1,116,1,1,0,1.0,12.0,404.0,1,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
0119_01,0,0,0,119,1,2,0,0.0,65.0,5567.159999999996,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0119_02,1,0,1,119,2,2,0,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0120_01,1,0,1,120,1,1,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0122_01,0,0,0,122,1,1,1,0.0,699.0,74.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0123_01,0,0,0,123,1,1,0,55.0,0.0,1.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0126_01,1,0,1,126,1,1,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0127_01,0,0,0,127,1,1,1,701.0,0.0,25.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0128_01,0,1,0,128,1,2,1,2353.0,316.0,2.0,1,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
0128_02,0,0,0,128,2,2,1,2103.0,0.0,0.0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0129_01,1,0,1,129,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0133_01,1,0,1,133,1,2,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0133_02,0,0,0,133,2,2,1,2738.0,0.0,0.0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0134_01,0,0,1,134,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0136_01,0,0,0,136,1,1,1,97.0,25.0,55.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
0138_01,1,0,1,138,1,2,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0138_02,0,0,0,138,2,2,0,0.0,564.0,207.0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0139_01,1,0,1,139,1,1,1,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0140_01,1,0,1,140,1,2,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0140_02,0,0,0,140,2,2,0,440.0,0.0,462.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0141_01,0,0,0,141,1,1,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
0144_01,0,0,1,144,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
0146_01,0,0,0,146,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0147_01,1,0,1,147,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0148_01,0,0,0,148,1,1,0,1072.0,0.0,76.0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0149_01,1,0,1,149,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0151_01,1,0,0,151,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0152_01,0,0,0,152,1,1,0,0.0,0.0,607.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0160_01,0,0,0,160,1,1,0,3087.24,0.0,61.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0163_01,1,0,1,163,1,2,0,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0163_02,1,0,1,163,2,2,0,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0164_01,0,0,1,164,1,2,1,50.0,0.0,135.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0164_02,1,0,0,164,2,2,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0165_01,1,0,1,165,1,1,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0167_01,1,0,1,167,1,2,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0167_02,0,0,0,167,2,2,1,1365.0,22.0,137.0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0169_01,1,0,0,169,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0170_01,0,0,0,170,1,1,1,0.0,221.0,567.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0171_01,1,0,1,171,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0172_01,1,0,1,172,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0173_01,0,0,1,173,1,1,1,0.0,5.0,0.0,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0174_01,0,0,0,174,1,1,0,287.0,115.0,175.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0177_01,0,0,0,177,1,1,1,0.0,5294.519999999993,2111.0,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
0178_01,0,0,0,178,1,1,1,3087.24,28.0,119.0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0179_01,0,0,1,179,1,3,0,1.0,2.0,11.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0179_02,0,0,0,179,2,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0179_03,0,0,1,179,3,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0181_01,0,0,0,181,1,1,0,0.0,299.0,92.0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0182_01,1,0,1,182,1,1,0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0183_01,0,0,1,183,1,1,1,17.0,0.0,232.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
0186_01,0,0,0,186,1,1,0,62.0,0.0,956.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0188_01,1,0,1,188,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0189_01,0,0,0,189,1,1,0,84.0,202.0,98.0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
0190_01,1,0,0,190,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0192_01,1,0,1,192,1,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0192_02,0,0,0,192,2,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0192_03,0,0,0,192,3,3,0,0.0,898.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0193_01,1,0,1,193,1,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0193_02,0,0,0,193,2,3,0,0.0,1072.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0193_03,0,0,1,193,3,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0195_01,0,0,1,195,1,1,0,406.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0196_01,0,0,0,196,1,1,0,1052.0,0.0,7.0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0197_01,0,0,0,197,1,1,0,0.0,795.0,575.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0198_01,0,0,1,198,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0199_01,1,0,0,199,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0200_01,1,0,1,200,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0201_01,1,0,1,201,1,2,1,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0201_02,1,0,1,201,2,2,1,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0202_01,1,0,1,202,1,2,0,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0202_02,0,0,1,202,2,2,0,0.0,878.0,443.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0203_01,1,0,1,203,1,1,1,0.0,0.0,0.0,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0205_01,0,0,0,205,1,1,1,0.0,0.0,705.0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
0206_01,0,0,1,206,1,1,1,2.0,1125.0,122.0,0,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
0207_01,1,0,0,207,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0210_01,1,0,1,210,1,1,0,0.0,0.0,0.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0211_01,0,0,1,211,1,3,0,902.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0211_02,1,0,1,211,2,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0211_03,0,0,0,211,3,3,0,848.0,182.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0212_01,0,0,0,212,1,2,0,192.0,51.0,739.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0212_02,0,0,0,212,2,2,0,147.0,10.0,387.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0213_01,0,0,0,213,1,1,0,367.0,0.0,146.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0216_01,0,0,0,216,1,1,1,0.0,0.0,1918.0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0217_01,0,0,0,217,1,1,0,1517.0,27.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0219_01,1,0,1,219,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0220_01,1,0,1,220,1,7,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0220_02,0,0,1,220,2,7,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0220_03,1,0,0,220,3,7,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0220_04,0,0,0,220,4,7,0,122.0,0.0,0.0,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
